accession	fonctionnelle	taille	reference
AT1TE65230	FALSE	88	.
AT1TE69520	FALSE	566	.
AT1TE49760	FALSE	34	.
AT1TE55710	FALSE	77	.
AT1TE86535	FALSE	405	.
AT1TE47410	FALSE	575	.
AT1TE71520	FALSE	401	.
AT1TE67485	FALSE	403	.
AT1TE32220	FALSE	579	.
AT1TE25745	FALSE	401	.
AT1TE11535	FALSE	578	.
AT1TE52115	FALSE	33	.
AT1TE58330	FALSE	403	.
AT1TE55145	FALSE	580	.
AT1TE88640	FALSE	342	.
AT1TE57500	FALSE	578	.
AT1TE75790	FALSE	403	.
AT1TE57325	FALSE	401	.
AT1TE08220	FALSE	402	.
AT1TE29905	FALSE	313	.
AT1TE50760	FALSE	406	.
AT1TE25915	FALSE	402	.
AT1TE25040	FALSE	578	.
AT1TE48660	FALSE	10440	.
AT1TE41420	FALSE	578	.
AT1TE88960	FALSE	30	.
AT1TE61025	FALSE	578	.
AT1TE88505	FALSE	86	.
AT1TE42925	FALSE	324	.
AT1TE42540	FALSE	580	.
AT1TE81250	FALSE	96	.
AT1TE41255	FALSE	218	.
AT1TE23525	FALSE	163	.
AT1TE61570	FALSE	34	.
AT1TE46305	FALSE	3179	.
AT1TE25460	FALSE	581	.
AT1TE57715	FALSE	400	.
AT1TE88950	FALSE	580	.
AT1TE76610	FALSE	400	.
AT1TE95675	FALSE	582	.
AT1TE56055	FALSE	579	.
AT1TE69650	FALSE	577	.
AT1TE28655	FALSE	314	.
AT1TE39810	FALSE	399	.
AT1TE77445	FALSE	578	.
AT1TE20200	FALSE	199	.
AT1TE54525	FALSE	402	.
AT1TE52400	FALSE	404	.
AT1TE89765	FALSE	579	.
AT1TE71455	FALSE	20	.
AT1TE30770	FALSE	4032	.
AT1TE64320	FALSE	255	.
AT1TE53625	FALSE	399	.
AT1TE89750	FALSE	579	.
AT1TE20915	FALSE	405	.
AT1TE46850	FALSE	402	.
AT1TE54440	FALSE	406	.
AT1TE62345	FALSE	357	.
AT1TE60595	FALSE	406	.
AT1TE69795	FALSE	404	.
AT1TE65205	FALSE	4022	.
AT1TE78555	FALSE	401	.
AT1TE80515	FALSE	406	.
AT1TE54805	FALSE	11249	.
AT1TE47115	FALSE	380	.
AT1TE61035	FALSE	572	.
AT1TE48770	FALSE	407	.
AT1TE52030	FALSE	407	.
AT1TE37885	FALSE	344	.
AT1TE81535	FALSE	405	.
AT1TE89135	FALSE	573	.
AT1TE38335	FALSE	407	.
AT1TE41745	FALSE	18596	.
AT1TE47190	FALSE	575	.
AT1TE25865	FALSE	571	.
AT1TE92705	FALSE	287	.
AT1TE28175	FALSE	4022	.
AT1TE54685	FALSE	142	.
AT1TE42275	FALSE	572	.
AT1TE47330	FALSE	380	.
AT1TE30820	FALSE	573	.
AT1TE38770	FALSE	110	.
AT1TE55040	FALSE	403	.
AT1TE20410	FALSE	575	.
AT1TE51870	FALSE	403	.
AT1TE52045	FALSE	405	.
AT1TE82950	FALSE	575	.
AT1TE47040	FALSE	405	.
AT1TE60380	FALSE	574	.
AT1TE69805	FALSE	402	.
AT1TE81340	FALSE	574	.
AT1TE34825	FALSE	575	.
AT1TE51940	FALSE	45	.
AT1TE51725	FALSE	403	.
AT1TE42875	FALSE	573	.
AT1TE50755	FALSE	573	.
AT1TE52185	FALSE	28	.
AT1TE81285	FALSE	405	.
AT1TE56945	FALSE	403	.
AT1TE50285	FALSE	573	.
AT1TE70610	FALSE	388	.
AT1TE77710	FALSE	405	.
AT1TE71060	FALSE	20	.
AT1TE50245	FALSE	304	.
AT1TE40060	FALSE	405	.
AT1TE50815	FALSE	380	.
AT1TE49520	FALSE	596	.
AT1TE86390	FALSE	380	.
AT1TE58645	FALSE	107	.
AT1TE23065	FALSE	619	.
AT1TE46055	FALSE	189	.
AT1TE43080	FALSE	619	.
AT1TE37875	FALSE	356	.
AT1TE38200	FALSE	81	.
AT1TE62125	FALSE	621	.
AT1TE67820	FALSE	357	.
AT1TE59620	FALSE	620	.
AT1TE25285	FALSE	356	.
AT1TE44625	FALSE	619	.
AT1TE14345	FALSE	45	.
AT1TE46450	FALSE	47	.
AT1TE52690	FALSE	623	.
AT1TE46240	FALSE	36	.
AT1TE51340	FALSE	358	.
AT1TE77025	FALSE	621	.
AT1TE52875	FALSE	356	.
AT1TE62590	FALSE	621	.
AT1TE71635	FALSE	356	.
AT1TE36115	FALSE	619	.
AT1TE27475	FALSE	355	.
AT1TE52120	FALSE	620	.
AT1TE44950	FALSE	357	.
AT1TE45775	FALSE	606	.
AT1TE79335	FALSE	354	.
AT1TE51150	FALSE	621	.
AT1TE72135	FALSE	356	.
AT1TE01740	FALSE	356	.
AT1TE24855	FALSE	626	.
AT1TE50145	FALSE	2962	.
AT1TE38245	FALSE	622	.
AT1TE34860	FALSE	354	.
AT1TE14355	FALSE	132	.
AT1TE38790	FALSE	51	.
AT1TE88810	FALSE	359	.
AT1TE54010	FALSE	356	.
AT1TE53955	FALSE	356	.
AT1TE87610	FALSE	357	.
AT1TE45745	FALSE	606	.
AT1TE46030	FALSE	2965	.
AT1TE22115	FALSE	357	.
AT1TE63970	FALSE	620	.
AT1TE30235	FALSE	355	.
AT1TE81230	FALSE	620	.
AT1TE59960	FALSE	355	.
AT1TE59310	FALSE	622	.
AT1TE83175	FALSE	621	.
AT1TE36135	FALSE	354	.
AT1TE83435	FALSE	621	.
AT1TE34255	FALSE	619	.
AT1TE83925	FALSE	614	.
AT1TE15440	FALSE	360	.
AT1TE77455	FALSE	616	.
AT1TE43490	FALSE	205	.
AT1TE23840	FALSE	360	.
AT1TE39765	FALSE	110	.
AT1TE51425	FALSE	617	.
AT1TE41875	FALSE	615	.
AT1TE53420	FALSE	359	.
AT1TE63660	FALSE	165	.
AT1TE95810	FALSE	360	.
AT1TE96025	FALSE	362	.
AT1TE49585	FALSE	37	.
AT1TE56185	FALSE	361	.
AT1TE45500	FALSE	227	.
AT1TE71040	FALSE	361	.
AT1TE90815	FALSE	363	.
AT1TE37300	FALSE	296	.
AT1TE83870	FALSE	614	.
AT1TE57330	FALSE	220	.
AT1TE52160	FALSE	4194	.
AT1TE53425	FALSE	359	.
AT1TE54295	FALSE	617	.
AT1TE30255	FALSE	361	.
AT1TE42615	FALSE	65	.
AT1TE52540	FALSE	618	.
AT1TE81525	FALSE	362	.
AT1TE74480	FALSE	55	.
AT1TE51830	FALSE	4223	.
AT1TE38850	FALSE	358	.
AT1TE35710	FALSE	360	.
AT1TE59815	FALSE	620	.
AT1TE43805	FALSE	2992	.
AT1TE41835	FALSE	620	.
AT1TE87140	FALSE	620	.
AT1TE59235	FALSE	2986	.
AT1TE53620	FALSE	360	.
AT1TE02180	FALSE	359	.
AT1TE68260	FALSE	618	.
AT1TE43555	FALSE	359	.
AT1TE62350	FALSE	616	.
AT1TE54675	FALSE	1178	.
AT1TE11540	FALSE	22	.
AT1TE42370	FALSE	616	.
AT1TE42535	FALSE	361	.
AT1TE12220	FALSE	618	.
AT1TE65890	FALSE	57	.
AT1TE45435	FALSE	615	.
AT1TE87100	FALSE	613	.
AT1TE77800	FALSE	625	.
AT1TE76110	FALSE	354	.
AT1TE33510	FALSE	351	.
AT1TE44525	FALSE	4264	.
AT1TE81045	FALSE	333	.
AT1TE06470	FALSE	631	.
AT1TE34280	FALSE	168	.
AT1TE39800	FALSE	349	.
AT1TE29470	FALSE	30	.
AT1TE71810	FALSE	348	.
AT1TE56070	FALSE	631	.
AT1TE30000	FALSE	351	.
AT1TE40705	FALSE	351	.
AT1TE79720	FALSE	631	.
AT1TE63680	FALSE	630	.
AT1TE56940	FALSE	349	.
AT1TE54135	FALSE	350	.
AT1TE32715	FALSE	349	.
AT1TE46020	FALSE	630	.
AT1TE37850	FALSE	351	.
AT1TE79080	FALSE	351	.
AT1TE32530	FALSE	629	.
AT1TE32280	FALSE	349	.
AT1TE95100	FALSE	632	.
AT1TE77565	FALSE	151	.
AT1TE79035	FALSE	163	.
AT1TE85295	FALSE	348	.
AT1TE40345	FALSE	632	.
AT1TE53935	FALSE	349	.
AT1TE19280	FALSE	634	.
AT1TE22690	FALSE	53	.
AT1TE63760	FALSE	348	.
AT1TE40265	FALSE	634	.
AT1TE56285	FALSE	348	.
AT1TE76395	FALSE	634	.
AT1TE85530	FALSE	346	.
AT1TE54050	FALSE	349	.
AT1TE52210	FALSE	630	.
AT1TE71720	FALSE	301	.
AT1TE41480	FALSE	347	.
AT1TE25195	FALSE	328	.
AT1TE63440	FALSE	630	.
AT1TE60220	FALSE	350	.
AT1TE43615	FALSE	630	.
AT1TE69860	FALSE	240	.
AT1TE50150	FALSE	631	.
AT1TE40080	FALSE	206	.
AT1TE27935	FALSE	347	.
AT1TE45440	FALSE	112	.
AT1TE37735	FALSE	634	.
AT1TE64250	FALSE	356	.
AT1TE22450	FALSE	350	.
AT1TE21250	FALSE	352	.
AT1TE53975	FALSE	2967	.
AT1TE80925	FALSE	626	.
AT1TE25045	FALSE	355	.
AT1TE28650	FALSE	624	.
AT1TE02690	FALSE	625	.
AT1TE44760	FALSE	355	.
AT1TE68745	FALSE	625	.
AT1TE81195	FALSE	627	.
AT1TE61170	FALSE	352	.
AT1TE82845	FALSE	353	.
AT1TE80930	FALSE	36	.
AT1TE45390	FALSE	354	.
AT1TE51055	FALSE	625	.
AT1TE38030	FALSE	356	.
AT1TE61305	FALSE	625	.
AT1TE87460	FALSE	356	.
AT1TE46335	FALSE	623	.
AT1TE46280	FALSE	64	.
AT1TE18285	FALSE	416	.
AT1TE45715	FALSE	2967	.
AT1TE36055	FALSE	407	.
AT1TE46830	FALSE	2953	.
AT1TE76245	FALSE	627	.
AT1TE63920	FALSE	352	.
AT1TE42920	FALSE	626	.
AT1TE67120	FALSE	627	.
AT1TE34260	FALSE	122	.
AT1TE31380	FALSE	631	.
AT1TE65715	FALSE	350	.
AT1TE74230	FALSE	352	.
AT1TE13445	FALSE	630	.
AT1TE97720	FALSE	350	.
AT1TE44165	FALSE	628	.
AT1TE48875	FALSE	350	.
AT1TE56460	FALSE	353	.
AT1TE38010	FALSE	630	.
AT1TE81100	FALSE	353	.
AT1TE46700	FALSE	2952	.
AT1TE25740	FALSE	21	.
AT1TE57675	FALSE	626	.
AT1TE86660	FALSE	352	.
AT1TE27675	FALSE	352	.
AT1TE49720	FALSE	626	.
AT1TE27655	FALSE	351	.
AT1TE39030	FALSE	629	.
AT1TE39375	FALSE	353	.
AT1TE45415	FALSE	628	.
AT1TE57475	FALSE	90	.
AT1TE72330	FALSE	566	.
AT1TE25880	FALSE	362	.
AT1TE74425	FALSE	45	.
AT1TE32795	FALSE	602	.
AT1TE46050	FALSE	374	.
AT1TE43825	FALSE	375	.
AT1TE38800	FALSE	172	.
AT1TE04840	FALSE	372	.
AT1TE56815	FALSE	372	.
AT1TE60400	FALSE	603	.
AT1TE25610	FALSE	601	.
AT1TE74290	FALSE	374	.
AT1TE40240	FALSE	3045	.
AT1TE44755	FALSE	600	.
AT1TE15175	FALSE	375	.
AT1TE56805	FALSE	375	.
AT1TE64930	FALSE	601	.
AT1TE42310	FALSE	365	.
AT1TE56475	FALSE	599	.
AT1TE07180	FALSE	373	.
AT1TE53020	FALSE	537	.
AT1TE61790	FALSE	600	.
AT1TE51650	FALSE	3047	.
AT1TE65290	FALSE	373	.
AT1TE27025	FALSE	23	.
AT1TE80825	FALSE	603	.
AT1TE07150	FALSE	372	.
AT1TE44010	FALSE	604	.
AT1TE53330	FALSE	3032	.
AT1TE09700	FALSE	603	.
AT1TE39900	FALSE	373	.
AT1TE67765	FALSE	370	.
AT1TE72600	FALSE	372	.
AT1TE43865	FALSE	4153	.
AT1TE35675	FALSE	370	.
AT1TE55250	FALSE	173	.
AT1TE30440	FALSE	370	.
AT1TE37590	FALSE	605	.
AT1TE38775	FALSE	3054	.
AT1TE18700	FALSE	373	.
AT1TE13430	FALSE	373	.
AT1TE29205	FALSE	374	.
AT1TE83220	FALSE	604	.
AT1TE46200	FALSE	372	.
AT1TE56620	FALSE	4152	.
AT1TE47780	FALSE	3040	.
AT1TE53880	FALSE	602	.
AT1TE11020	FALSE	373	.
AT1TE67760	FALSE	20	.
AT1TE57075	FALSE	68	.
AT1TE51440	FALSE	603	.
AT1TE43895	FALSE	372	.
AT1TE91740	FALSE	601	.
AT1TE41125	FALSE	57	.
AT1TE71640	FALSE	377	.
AT1TE45335	FALSE	546	.
AT1TE10615	FALSE	378	.
AT1TE46165	FALSE	599	.
AT1TE40775	FALSE	379	.
AT1TE67830	FALSE	378	.
AT1TE71705	FALSE	599	.
AT1TE54610	FALSE	376	.
AT1TE66735	FALSE	597	.
AT1TE54240	FALSE	55	.
AT1TE40930	FALSE	380	.
AT1TE96780	FALSE	599	.
AT1TE78620	FALSE	596	.
AT1TE51750	FALSE	384	.
AT1TE42810	FALSE	598	.
AT1TE65010	FALSE	380	.
AT1TE73220	FALSE	598	.
AT1TE59800	FALSE	384	.
AT1TE60715	FALSE	378	.
AT1TE32325	FALSE	597	.
AT1TE54885	FALSE	597	.
AT1TE43150	FALSE	597	.
AT1TE61930	FALSE	376	.
AT1TE03905	FALSE	376	.
AT1TE06345	FALSE	40	.
AT1TE54670	FALSE	3061	.
AT1TE71920	FALSE	240	.
AT1TE33910	FALSE	328	.
AT1TE87500	FALSE	376	.
AT1TE58100	FALSE	598	.
AT1TE53565	FALSE	376	.
AT1TE94960	FALSE	376	.
AT1TE65235	FALSE	376	.
AT1TE62335	FALSE	599	.
AT1TE84410	FALSE	598	.
AT1TE31765	FALSE	374	.
AT1TE42175	FALSE	377	.
AT1TE51580	FALSE	4135	.
AT1TE31670	FALSE	378	.
AT1TE12425	FALSE	369	.
AT1TE57565	FALSE	376	.
AT1TE55565	FALSE	183	.
AT1TE55755	FALSE	376	.
AT1TE72430	FALSE	47	.
AT1TE75445	FALSE	375	.
AT1TE71215	FALSE	375	.
AT1TE46045	FALSE	600	.
AT1TE24245	FALSE	375	.
AT1TE43140	FALSE	613	.
AT1TE15445	FALSE	604	.
AT1TE63910	FALSE	604	.
AT1TE45515	FALSE	3011	.
AT1TE39555	FALSE	27	.
AT1TE75075	FALSE	364	.
AT1TE52925	FALSE	4184	.
AT1TE46025	FALSE	363	.
AT1TE63200	FALSE	365	.
AT1TE57770	FALSE	615	.
AT1TE79350	FALSE	52	.
AT1TE00670	FALSE	613	.
AT1TE50070	FALSE	215	.
AT1TE39025	FALSE	364	.
AT1TE51480	FALSE	612	.
AT1TE38940	FALSE	4179	.
AT1TE38980	FALSE	367	.
AT1TE07460	FALSE	367	.
AT1TE02165	FALSE	367	.
AT1TE70200	FALSE	364	.
AT1TE42210	FALSE	4186	.
AT1TE32625	FALSE	366	.
AT1TE41605	FALSE	610	.
AT1TE80300	FALSE	366	.
AT1TE50330	FALSE	348	.
AT1TE76540	FALSE	365	.
AT1TE79995	FALSE	363	.
AT1TE55955	FALSE	611	.
AT1TE43035	FALSE	58	.
AT1TE71515	FALSE	364	.
AT1TE33270	FALSE	612	.
AT1TE26720	FALSE	614	.
AT1TE58205	FALSE	615	.
AT1TE61030	FALSE	364	.
AT1TE56455	FALSE	613	.
AT1TE58300	FALSE	156	.
AT1TE46370	FALSE	362	.
AT1TE03180	FALSE	62	.
AT1TE94230	FALSE	611	.
AT1TE37490	FALSE	614	.
AT1TE65365	FALSE	614	.
AT1TE51490	FALSE	611	.
AT1TE38780	FALSE	365	.
AT1TE82280	FALSE	365	.
AT1TE18215	FALSE	363	.
AT1TE41020	FALSE	611	.
AT1TE56330	FALSE	363	.
AT1TE17365	FALSE	364	.
AT1TE67290	FALSE	364	.
AT1TE37740	FALSE	99	.
AT1TE87365	FALSE	75	.
AT1TE54665	FALSE	3025	.
AT1TE82040	FALSE	365	.
AT1TE58325	FALSE	609	.
AT1TE45205	FALSE	586	.
AT1TE63520	FALSE	369	.
AT1TE34125	FALSE	606	.
AT1TE09980	FALSE	369	.
AT1TE76350	FALSE	368	.
AT1TE46760	FALSE	599	.
AT1TE37255	FALSE	201	.
AT1TE43530	FALSE	608	.
AT1TE31955	FALSE	370	.
AT1TE56395	FALSE	345	.
AT1TE09380	FALSE	605	.
AT1TE37495	FALSE	371	.
AT1TE58035	FALSE	607	.
AT1TE89140	FALSE	372	.
AT1TE65640	FALSE	370	.
AT1TE42710	FALSE	607	.
AT1TE93520	FALSE	227	.
AT1TE10190	FALSE	372	.
AT1TE35160	FALSE	607	.
AT1TE59420	FALSE	51	.
AT1TE41615	FALSE	605	.
AT1TE54485	FALSE	369	.
AT1TE47510	FALSE	369	.
AT1TE35310	FALSE	194	.
AT1TE38925	FALSE	612	.
AT1TE35735	FALSE	608	.
AT1TE38935	FALSE	365	.
AT1TE38745	FALSE	38	.
AT1TE52165	FALSE	366	.
AT1TE55825	FALSE	368	.
AT1TE37615	FALSE	30	.
AT1TE53765	FALSE	10310	.
AT1TE77150	FALSE	609	.
AT1TE60345	FALSE	368	.
AT1TE57225	FALSE	368	.
AT1TE52750	FALSE	365	.
AT1TE84190	FALSE	368	.
AT1TE70690	FALSE	366	.
AT1TE45310	FALSE	47	.
AT1TE90810	FALSE	608	.
AT1TE67570	FALSE	369	.
AT1TE54300	FALSE	367	.
AT1TE12520	FALSE	608	.
AT1TE33000	FALSE	369	.
AT1TE72165	FALSE	610	.
AT1TE43680	FALSE	369	.
AT1TE56090	FALSE	608	.
AT1TE40255	FALSE	610	.
AT1TE03080	FALSE	412	.
AT1TE42745	FALSE	564	.
AT1TE72370	FALSE	412	.
AT1TE51735	FALSE	11078	.
AT1TE53840	FALSE	463	.
AT1TE35390	FALSE	514	.
AT1TE67890	FALSE	264	.
AT1TE36495	FALSE	155	.
AT1TE61480	FALSE	513	.
AT1TE58750	FALSE	463	.
AT1TE46665	FALSE	10854	.
AT1TE82550	FALSE	462	.
AT1TE84610	FALSE	466	.
AT1TE67720	FALSE	466	.
AT1TE05220	FALSE	514	.
AT1TE93850	FALSE	465	.
AT1TE54970	FALSE	515	.
AT1TE80475	FALSE	467	.
AT1TE44790	FALSE	465	.
AT1TE53015	FALSE	30	.
AT1TE46035	FALSE	390	.
AT1TE58440	FALSE	222	.
AT1TE49960	FALSE	3708	.
AT1TE63165	FALSE	93	.
AT1TE32800	FALSE	517	.
AT1TE40685	FALSE	513	.
AT1TE52825	FALSE	464	.
AT1TE54715	FALSE	466	.
AT1TE08425	FALSE	25	.
AT1TE58055	FALSE	462	.
AT1TE83580	FALSE	514	.
AT1TE31960	FALSE	462	.
AT1TE51190	FALSE	3473	.
AT1TE51600	FALSE	517	.
AT1TE80270	FALSE	460	.
AT1TE81995	FALSE	22	.
AT1TE44020	FALSE	460	.
AT1TE68740	FALSE	100	.
AT1TE50795	FALSE	3705	.
AT1TE26105	FALSE	514	.
AT1TE55985	FALSE	3482	.
AT1TE27650	FALSE	462	.
AT1TE45850	FALSE	375	.
AT1TE84185	FALSE	513	.
AT1TE88160	FALSE	462	.
AT1TE67010	FALSE	513	.
AT1TE35980	FALSE	464	.
AT1TE27545	FALSE	35	.
AT1TE42715	FALSE	34	.
AT1TE56800	FALSE	97	.
AT1TE70550	FALSE	461	.
AT1TE43910	FALSE	3726	.
AT1TE52610	FALSE	3496	.
AT1TE49725	FALSE	465	.
AT1TE65100	FALSE	507	.
AT1TE37190	FALSE	468	.
AT1TE44770	FALSE	3511	.
AT1TE87450	FALSE	507	.
AT1TE41175	FALSE	196	.
AT1TE86570	FALSE	471	.
AT1TE43505	FALSE	509	.
AT1TE28120	FALSE	469	.
AT1TE69535	FALSE	509	.
AT1TE24170	FALSE	233	.
AT1TE46690	FALSE	3695	.
AT1TE74180	FALSE	469	.
AT1TE45295	FALSE	470	.
AT1TE47480	FALSE	506	.
AT1TE80655	FALSE	470	.
AT1TE47260	FALSE	506	.
AT1TE45250	FALSE	142	.
AT1TE47680	FALSE	506	.
AT1TE71300	FALSE	469	.
AT1TE53430	FALSE	507	.
AT1TE35945	FALSE	462	.
AT1TE11580	FALSE	468	.
AT1TE60725	FALSE	508	.
AT1TE97190	FALSE	468	.
AT1TE66155	FALSE	510	.
AT1TE72850	FALSE	225	.
AT1TE66165	FALSE	467	.
AT1TE68675	FALSE	512	.
AT1TE71995	FALSE	510	.
AT1TE00660	FALSE	22	.
AT1TE71885	FALSE	510	.
AT1TE58305	FALSE	510	.
AT1TE15785	FALSE	465	.
AT1TE54735	FALSE	68	.
AT1TE26365	FALSE	350	.
AT1TE59320	FALSE	467	.
AT1TE80140	FALSE	468	.
AT1TE03050	FALSE	468	.
AT1TE42865	FALSE	468	.
AT1TE35235	FALSE	511	.
AT1TE35820	FALSE	468	.
AT1TE90350	FALSE	509	.
AT1TE76050	FALSE	468	.
AT1TE85970	FALSE	468	.
AT1TE23510	FALSE	132	.
AT1TE49525	FALSE	243	.
AT1TE51955	FALSE	25	.
AT1TE59930	FALSE	510	.
AT1TE23500	FALSE	319	.
AT1TE82675	FALSE	459	.
AT1TE54420	FALSE	461	.
AT1TE08050	FALSE	453	.
AT1TE07160	FALSE	523	.
AT1TE35645	FALSE	453	.
AT1TE80895	FALSE	453	.
AT1TE04715	FALSE	31	.
AT1TE57910	FALSE	454	.
AT1TE52295	FALSE	453	.
AT1TE13240	FALSE	454	.
AT1TE51320	FALSE	526	.
AT1TE53315	FALSE	523	.
AT1TE59005	FALSE	453	.
AT1TE61795	FALSE	521	.
AT1TE43380	FALSE	458	.
AT1TE37905	FALSE	454	.
AT1TE90580	FALSE	520	.
AT1TE45805	FALSE	3726	.
AT1TE80720	FALSE	522	.
AT1TE58130	FALSE	352	.
AT1TE46150	FALSE	453	.
AT1TE38465	FALSE	506	.
AT1TE88495	FALSE	456	.
AT1TE67385	FALSE	522	.
AT1TE22665	FALSE	116	.
AT1TE64665	FALSE	454	.
AT1TE37840	FALSE	522	.
AT1TE37165	FALSE	452	.
AT1TE43410	FALSE	452	.
AT1TE52685	FALSE	309	.
AT1TE21125	FALSE	52	.
AT1TE23120	FALSE	452	.
AT1TE80340	FALSE	526	.
AT1TE46885	FALSE	467	.
AT1TE47335	FALSE	41	.
AT1TE26110	FALSE	431	.
AT1TE40610	FALSE	450	.
AT1TE75185	FALSE	522	.
AT1TE44220	FALSE	445	.
AT1TE87345	FALSE	450	.
AT1TE82785	FALSE	525	.
AT1TE46735	FALSE	3435	.
AT1TE28835	FALSE	452	.
AT1TE57495	FALSE	451	.
AT1TE66725	FALSE	451	.
AT1TE56470	FALSE	336	.
AT1TE34450	FALSE	523	.
AT1TE46350	FALSE	450	.
AT1TE36220	FALSE	523	.
AT1TE93420	FALSE	525	.
AT1TE02560	FALSE	518	.
AT1TE53275	FALSE	330	.
AT1TE35275	FALSE	520	.
AT1TE57805	FALSE	3738	.
AT1TE47655	FALSE	3458	.
AT1TE34295	FALSE	517	.
AT1TE15600	FALSE	458	.
AT1TE41245	FALSE	519	.
AT1TE44990	FALSE	457	.
AT1TE51090	FALSE	459	.
AT1TE50130	FALSE	457	.
AT1TE49610	FALSE	251	.
AT1TE03830	FALSE	458	.
AT1TE56205	FALSE	520	.
AT1TE52200	FALSE	10810	.
AT1TE82200	FALSE	459	.
AT1TE16080	FALSE	461	.
AT1TE76240	FALSE	518	.
AT1TE51000	FALSE	3730	.
AT1TE47200	FALSE	461	.
AT1TE71500	FALSE	518	.
AT1TE35745	FALSE	199	.
AT1TE59165	FALSE	239	.
AT1TE47420	FALSE	461	.
AT1TE49550	FALSE	518	.
AT1TE22660	FALSE	459	.
AT1TE41540	FALSE	520	.
AT1TE31975	FALSE	97	.
AT1TE35725	FALSE	519	.
AT1TE50570	FALSE	43	.
AT1TE50125	FALSE	223	.
AT1TE35575	FALSE	457	.
AT1TE11630	FALSE	520	.
AT1TE42740	FALSE	455	.
AT1TE66570	FALSE	458	.
AT1TE43135	FALSE	435	.
AT1TE36050	FALSE	113	.
AT1TE40095	FALSE	257	.
AT1TE64180	FALSE	522	.
AT1TE76335	FALSE	457	.
AT1TE88965	FALSE	456	.
AT1TE46130	FALSE	456	.
AT1TE35995	FALSE	518	.
AT1TE32015	FALSE	3454	.
AT1TE73085	FALSE	520	.
AT1TE51020	FALSE	3448	.
AT1TE65195	FALSE	25	.
AT1TE84360	FALSE	521	.
AT1TE40990	FALSE	456	.
AT1TE75785	FALSE	458	.
AT1TE72420	FALSE	519	.
AT1TE78630	FALSE	452	.
AT1TE40570	FALSE	472	.
AT1TE91365	FALSE	508	.
AT1TE14230	FALSE	498	.
AT1TE33450	FALSE	273	.
AT1TE78710	FALSE	86	.
AT1TE14500	FALSE	500	.
AT1TE38345	FALSE	273	.
AT1TE41800	FALSE	3583	.
AT1TE51430	FALSE	493	.
AT1TE78515	FALSE	486	.
AT1TE82210	FALSE	498	.
AT1TE71005	FALSE	486	.
AT1TE62945	FALSE	93	.
AT1TE40640	FALSE	473	.
AT1TE28050	FALSE	489	.
AT1TE98130	FALSE	487	.
AT1TE48025	FALSE	448	.
AT1TE53720	FALSE	501	.
AT1TE53260	FALSE	489	.
AT1TE76775	FALSE	500	.
AT1TE52645	FALSE	38	.
AT1TE45200	FALSE	3582	.
AT1TE34820	FALSE	290	.
AT1TE00225	FALSE	498	.
AT1TE49415	FALSE	486	.
AT1TE76120	FALSE	271	.
AT1TE48835	FALSE	10982	.
AT1TE49705	FALSE	264	.
AT1TE51300	FALSE	48	.
AT1TE67360	FALSE	486	.
AT1TE81345	FALSE	500	.
AT1TE53195	FALSE	483	.
AT1TE45355	FALSE	3665	.
AT1TE53380	FALSE	485	.
AT1TE68350	FALSE	500	.
AT1TE53115	FALSE	483	.
AT1TE47155	FALSE	486	.
AT1TE46825	FALSE	3597	.
AT1TE73340	FALSE	421	.
AT1TE46620	FALSE	501	.
AT1TE04920	FALSE	485	.
AT1TE55880	FALSE	499	.
AT1TE52485	FALSE	27	.
AT1TE09690	FALSE	499	.
AT1TE40170	FALSE	485	.
AT1TE47140	FALSE	450	.
AT1TE47360	FALSE	450	.
AT1TE44200	FALSE	499	.
AT1TE64490	FALSE	499	.
AT1TE47375	FALSE	486	.
AT1TE36210	FALSE	502	.
AT1TE03935	FALSE	490	.
AT1TE31940	FALSE	497	.
AT1TE52035	FALSE	439	.
AT1TE50080	FALSE	495	.
AT1TE78585	FALSE	491	.
AT1TE91460	FALSE	497	.
AT1TE59885	FALSE	495	.
AT1TE37380	FALSE	493	.
AT1TE30130	FALSE	491	.
AT1TE73250	FALSE	158	.
AT1TE50520	FALSE	30	.
AT1TE72930	FALSE	493	.
AT1TE56690	FALSE	249	.
AT1TE88320	FALSE	494	.
AT1TE88610	FALSE	493	.
AT1TE13980	FALSE	495	.
AT1TE54385	FALSE	493	.
AT1TE51260	FALSE	3636	.
AT1TE72990	FALSE	494	.
AT1TE67665	FALSE	229	.
AT1TE67110	FALSE	491	.
AT1TE54930	FALSE	494	.
AT1TE59880	FALSE	492	.
AT1TE44750	FALSE	495	.
AT1TE70995	FALSE	492	.
AT1TE53685	FALSE	492	.
AT1TE81080	FALSE	37	.
AT1TE80020	FALSE	498	.
AT1TE16800	FALSE	489	.
AT1TE69615	FALSE	496	.
AT1TE13300	FALSE	491	.
AT1TE54645	FALSE	498	.
AT1TE78995	FALSE	488	.
AT1TE44105	FALSE	488	.
AT1TE26610	FALSE	488	.
AT1TE37195	FALSE	497	.
AT1TE49875	FALSE	467	.
AT1TE00665	FALSE	499	.
AT1TE73260	FALSE	496	.
AT1TE36670	FALSE	109	.
AT1TE47185	FALSE	31	.
AT1TE12420	FALSE	118	.
AT1TE43985	FALSE	495	.
AT1TE46900	FALSE	491	.
AT1TE47405	FALSE	31	.
AT1TE88510	FALSE	489	.
AT1TE01975	FALSE	489	.
AT1TE46890	FALSE	491	.
AT1TE75045	FALSE	497	.
AT1TE43120	FALSE	491	.
